BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,rowguid,ModifiedDate,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
1730,IN,0,Sr.,José,E,Saraiva,NULL,0,NULL,80adc75a-dd16-49dd-b6a9-b94d3b8c113b,2012-02-28 00:00:00.000,1947-09-21 00:00:00.000,M,97334,M,4,Partial High School,Professional,1,3
1731,IN,0,Mr.,Lloyd,M.,Saunders,NULL,0,NULL,f26e95e1-e81d-4927-976e-c44d06a37dcb,2014-05-31 00:00:00.000,1980-11-26 00:00:00.000,S,11191,F,0,Partial High School,Manual,0,2
1732,IN,0,Mr.,Vadim,NULL,Sazanovich,NULL,0,NULL,ff370e2b-2033-4a4b-a04f-d8d677ac0804,2011-12-21 00:00:00.000,1974-03-12 00:00:00.000,S,33504,F,0,Partial High School,Manual,0,2
1733,IN,0,Mr.,K.,NULL,Saravan,NULL,1,NULL,058683ca-e32b-4e5d-9d3e-5a4420fe9fb4,2013-08-31 00:00:00.000,1979-07-02 00:00:00.000,S,60096,M,3,Partial College,Clerical,1,2
1734,IN,0,Mr.,Gary,NULL,Schare,NULL,0,NULL,30c9d30e-7597-4497-8325-e11f2a87a7f0,2014-02-18 00:00:00.000,1945-07-17 00:00:00.000,M,108921,M,5,"Bachelors ",Management,1,2
1735,IN,0,Ms.,Yvonne,NULL,Schleger,NULL,0,NULL,f2037823-3037-4a1a-9d49-6142d894a978,2012-06-15 00:00:00.000,1972-10-15 00:00:00.000,S,57694,M,0,High School,Manual,0,1
1736,IN,0,Mr.,Steve,NULL,Schmidt,NULL,0,NULL,c2268f16-4b4d-4718-bf84-264c84188841,2013-05-03 00:00:00.000,1966-08-15 00:00:00.000,S,100624,F,0,Graduate Degree,Management,0,2
1737,IN,0,Mr.,Scot,NULL,Schulte,NULL,0,NULL,dda60c7e-abfb-4be2-a921-55e86efdd1de,2013-08-31 00:00:00.000,1961-11-02 00:00:00.000,S,89420,M,5,Partial College,Skilled Manual,1,3
1738,IN,0,Ms.,Barbara,R.,Schultz,NULL,2,NULL,1ebe7fb3-216b-4233-8dda-6344d2d0f4e6,2013-09-06 00:00:00.000,1960-05-05 00:00:00.000,M,72030,M,5,Partial College,Skilled Manual,1,3
1739,IN,0,Mr.,Mike,NULL,Seamans,NULL,0,NULL,91d4642c-f474-46e4-a444-3dde2c60936b,2014-02-11 00:00:00.000,1960-12-24 00:00:00.000,S,63133,F,0,"Bachelors ",Professional,0,1
1740,IN,0,Mr.,Scott,NULL,Seely,NULL,1,NULL,5cf3feb2-4b66-4b72-ab47-6c9900e73d08,2012-12-08 00:00:00.000,1947-11-19 00:00:00.000,M,97785,F,4,Partial High School,Professional,1,3
1741,IN,0,Ms.,Birgit,NULL,Seidel,NULL,0,NULL,9d8b73fc-69c2-440a-aaa8-1d3f171c18aa,2014-01-31 00:00:00.000,1973-03-16 00:00:00.000,M,104473,F,0,High School,Management,0,2
1742,IN,0,Mr.,Steven,NULL,Selikoff,NULL,1,NULL,65e9f700-28fa-4b28-a6a3-bc6ebd042fca,2014-02-17 00:00:00.000,1979-05-02 00:00:00.000,S,57688,F,0,High School,Skilled Manual,1,2
1743,IN,0,Ms.,Alice,J.,Serventi,NULL,0,NULL,63c46f29-0fde-44df-b5aa-e48efa21e82c,2013-07-21 00:00:00.000,1936-08-03 00:00:00.000,M,26235,F,1,Graduate Degree,Clerical,1,0
1744,IN,0,Mr.,Joshua,R.,Several,NULL,0,NULL,6f1aa7c2-b85f-4b0d-b3d7-be7fc322713f,2014-03-28 00:00:00.000,1951-06-23 00:00:00.000,M,62444,M,2,High School,Professional,1,2
1745,IN,0,Mr.,Paul,J.,Shakespear,NULL,0,NULL,d3d6380c-ecb2-4ce1-b5a8-906613101623,2011-08-30 00:00:00.000,1963-08-15 00:00:00.000,S,68178,F,0,"Bachelors ",Professional,1,1
1746,IN,0,Mr.,Alan,NULL,Shen,NULL,1,NULL,78c6e025-ccb7-41ff-b958-2c1ab7793d77,2013-03-27 00:00:00.000,1948-01-12 00:00:00.000,M,30404,M,2,Partial High School,Clerical,0,2
1747,IN,0,Mr.,David,B.,Shepard,NULL,2,NULL,f4b9aa6d-30bb-47d4-8a2b-2c64ce1e403d,2013-12-14 00:00:00.000,1957-11-21 00:00:00.000,M,106729,F,2,Partial College,Professional,1,3
1748,IN,0,Ms.,Janet,NULL,Sheperdigian,NULL,0,NULL,e1019b30-9323-4e25-891d-51bd561334fe,2014-05-20 00:00:00.000,1956-01-24 00:00:00.000,M,105581,M,3,Partial College,Professional,1,4
1749,IN,0,Ms.,Megan,NULL,Sherman,NULL,1,NULL,0c9c84cb-2d2a-4a9a-b8c7-1fbf667df77f,2013-07-10 00:00:00.000,1954-12-10 00:00:00.000,S,94742,M,3,High School,Professional,0,3
1750,IN,0,Ms.,Irma,J.,Sherwood,NULL,0,NULL,c3f5abb5-c616-4400-a537-e538bbccef1b,2013-05-06 00:00:00.000,1974-09-03 00:00:00.000,S,90203,M,0,High School,Management,1,2
1751,IN,0,Mr.,Daniel,NULL,Shimshoni,NULL,2,NULL,e403d100-9c16-44bf-a62d-aee00ca532b4,2014-03-20 00:00:00.000,1972-03-18 00:00:00.000,S,40681,F,0,High School,Manual,1,1
1752,IN,0,Ms.,Misty,NULL,Shock,NULL,2,NULL,7a5d8d33-8227-43e8-ad0b-a341c500acdc,2014-02-23 00:00:00.000,1951-04-12 00:00:00.000,M,103653,M,4,High School,Professional,0,3
1753,IN,0,Mr.,Carlos,M.,Short,Jr.,0,NULL,cf932cf1-f379-4386-a509-28e2ee9086bf,2014-03-20 00:00:00.000,1964-08-25 00:00:00.000,M,80760,M,3,"Bachelors ",Professional,0,2
1754,IN,0,Mr.,Shish,NULL,Shridhar,NULL,0,NULL,11f48724-7180-46b7-bc10-0ab55bfed637,2013-09-02 00:00:00.000,1968-06-13 00:00:00.000,S,40870,F,1,"Bachelors ",Clerical,1,0
1755,IN,0,Ms.,Britta,NULL,Simon,NULL,1,NULL,0cbecc35-72bd-42ce-a153-3de1823e796c,2012-05-27 00:00:00.000,1953-03-23 00:00:00.000,M,57184,F,2,Partial College,Skilled Manual,1,2
1756,IN,0,Mr.,Marty,E.,Simpson,NULL,0,NULL,2719b27f-5969-4c30-856b-257f999d1b26,2012-07-25 00:00:00.000,1971-08-26 00:00:00.000,M,65353,F,1,Graduate Degree,Skilled Manual,1,0
1757,IN,0,Mr.,David,NULL,Simpson,NULL,2,NULL,da1a8c8f-d608-4f80-b23b-f8c56557ba8c,2012-12-07 00:00:00.000,1935-02-27 00:00:00.000,M,61676,M,3,Partial College,Professional,1,2
1758,IN,0,Ms.,Anne,R.,Sims,NULL,0,NULL,83597afe-30eb-4d6f-8aed-9468b4210bf7,2013-11-26 00:00:00.000,1963-08-05 00:00:00.000,M,43124,M,1,"Bachelors ",Skilled Manual,1,0
1759,IN,0,Mr.,Mircea,Radu,Singer,NULL,2,NULL,b4cb6e8d-ad63-497c-a830-441e92470002,2013-11-14 00:00:00.000,1970-02-03 00:00:00.000,M,61203,F,0,"Bachelors ",Clerical,1,0
1760,IN,0,Mr.,Paul,NULL,Singh,NULL,1,NULL,38e949fc-47e6-4b56-8fdd-e22876649e3b,2013-07-05 00:00:00.000,1957-06-06 00:00:00.000,M,16362,M,2,Partial High School,Clerical,1,2
1761,IN,0,Ms.,Bonnie,L.,Skelly,NULL,0,NULL,523a57ae-d72e-4ad0-a83d-a9741c21f050,2014-01-28 00:00:00.000,1975-12-19 00:00:00.000,S,36767,F,0,High School,Skilled Manual,1,2
1762,IN,0,Mr.,Anders,B,Skjønaa,NULL,2,NULL,6e0f109d-985d-46b5-bd83-d86217330e25,2013-12-20 00:00:00.000,1942-11-02 00:00:00.000,S,26408,F,3,Partial College,Manual,0,1
1763,IN,0,Ms.,Dianne,K.,Slattengren,NULL,2,NULL,1416c79f-6ad0-498e-b3ad-cd1950a5a02c,2014-01-27 00:00:00.000,1956-06-08 00:00:00.000,S,109010,F,2,High School,Professional,0,2
1764,IN,0,Ms.,Lanna,A.,Slaven,NULL,0,NULL,c172229a-34b0-466b-af1e-45563b9b5ccd,2014-05-15 00:00:00.000,1944-12-10 00:00:00.000,M,87995,F,5,High School,Professional,0,2
1765,IN,0,Ms.,Cathy,J.,Sloan,NULL,1,NULL,4608c5b7-ef26-401d-8b54-5e6828e97b89,2013-10-30 00:00:00.000,1953-07-26 00:00:00.000,M,101906,M,2,"Bachelors ",Management,1,2
1766,IN,0,Mr.,Leonard,J.,Smith,NULL,2,NULL,2a11a870-b4d3-4532-a001-de89759d5ad8,2014-04-25 00:00:00.000,1973-08-02 00:00:00.000,M,98854,M,0,"Bachelors ",Professional,1,3
1767,IN,0,Ms.,Mary,J.,Smith,NULL,1,NULL,58ce5226-baa9-4913-b006-4b41cf38ff25,2014-05-02 00:00:00.000,1976-05-14 00:00:00.000,S,62289,F,0,Partial College,Clerical,1,1
1768,IN,0,Ms.,Peggy,R.,Smith,NULL,0,NULL,d2d9c931-b6bb-4c5a-987b-9d7f6b0b769a,2012-08-03 00:00:00.000,1972-04-06 00:00:00.000,S,58271,F,0,High School,Manual,1,1
1769,IN,0,Mr.,Rolando,T.,Smith,Jr.,1,NULL,6674d97e-ef5b-453f-b9d9-1392b24e833a,2011-09-16 00:00:00.000,1954-05-03 00:00:00.000,M,58577,F,1,High School,Clerical,1,1
1770,IN,0,Mr.,Ben,NULL,Adams,NULL,0,NULL,ad322f5c-d052-4dde-84bc-d4b3b2682348,2011-10-24 00:00:00.000,1966-05-03 00:00:00.000,S,109150,M,3,"Bachelors ",Skilled Manual,0,1
1771,IN,0,Ms.,Denise,NULL,Smith,NULL,0,NULL,3271afa5-b769-4a08-a10b-5dbf9e82966d,2014-05-14 00:00:00.000,1957-06-06 00:00:00.000,S,108932,M,2,Partial College,Professional,1,3
1772,IN,0,Mr.,Jeff,NULL,Smith,NULL,0,NULL,eb041906-edcf-4029-bae4-2abf05dc39be,2013-11-01 00:00:00.000,1949-07-10 00:00:00.000,M,46081,M,4,High School,Professional,0,2
1773,IN,0,Ms.,Samantha,NULL,Smith,NULL,0,NULL,c0cc14b1-65a7-423a-890b-d0e0aca1ad5e,2013-11-27 00:00:00.000,1976-05-11 00:00:00.000,M,31573,F,4,High School,Manual,1,1
1774,IN,0,Ms.,Lorrin,G.,Smith-Bates,NULL,1,NULL,05950732-ce65-4b34-ac71-488484f1f6da,2012-10-26 00:00:00.000,1971-03-15 00:00:00.000,S,25210,M,0,Partial High School,Manual,0,2
1775,IN,0,Mr.,Timothy,NULL,Sneath,NULL,0,NULL,5d79544b-9807-4f64-a6d3-4c95c5ae6a2b,2014-04-15 00:00:00.000,1961-06-17 00:00:00.000,M,21330,M,1,Graduate Degree,Clerical,1,0
1776,IN,0,Ms.,Victoria,L.,Snowden,NULL,1,NULL,a8ddb691-88f1-40c0-9e9c-09c7f8730df5,2013-05-03 00:00:00.000,1942-08-06 00:00:00.000,S,17805,F,3,Partial College,Manual,1,1
1777,IN,0,Mr.,David,NULL,So,NULL,2,NULL,e45ee2f3-24c1-4833-987b-f381c59efa77,2013-07-13 00:00:00.000,1944-08-18 00:00:00.000,M,92635,M,5,"Bachelors ",Management,0,2
1778,IN,0,Mr.,Ajay,NULL,Solanki,NULL,2,NULL,343b3f8d-8147-424f-b3b0-d5198092fb13,2013-09-21 00:00:00.000,1959-07-09 00:00:00.000,M,106827,F,2,"Bachelors ",Professional,1,1
1779,IN,0,NULL,Alma,L.,Son,NULL,1,NULL,451fda74-3f6e-4f3a-afa7-9f00852a644a,2014-01-05 00:00:00.000,1951-04-10 00:00:00.000,M,104495,F,4,Partial College,Professional,0,3
1780,IN,0,Ms.,Lolan,NULL,Song,NULL,2,NULL,041d07a6-d0ad-4355-b124-29ba751f00fd,2013-05-20 00:00:00.000,1949-09-07 00:00:00.000,M,105258,M,0,High School,Management,0,4
1781,IN,0,Mr.,William,K.,Sotelo,NULL,0,NULL,b17d37ce-b28a-43cd-824f-8277935a8d3d,2014-05-23 00:00:00.000,1964-01-13 00:00:00.000,M,63992,F,4,"Bachelors ",Skilled Manual,1,3
1782,IN,0,Sr.,Anibal,NULL,Sousa,NULL,0,NULL,cff283d1-3e42-45bd-89f5-290075930ccb,2013-03-12 00:00:00.000,1956-11-07 00:00:00.000,S,38066,M,1,"Bachelors ",Clerical,1,0
1783,IN,0,Ms.,Sylvia,N.,Spencer,NULL,0,NULL,2d8cc8e5-e59e-45aa-97d1-e3167a8e680e,2014-06-13 00:00:00.000,1951-10-11 00:00:00.000,M,16160,M,3,High School,Manual,0,2
1784,IN,0,Mr.,Phil,NULL,Spencer,NULL,0,NULL,1326d0f6-68ca-4cac-89f3-79a588d5b30e,2012-02-21 00:00:00.000,1973-02-02 00:00:00.000,M,88381,M,0,High School,Management,1,2
2380,IN,0,NULL,Warren,A,Tang,NULL,2,NULL,24fd09d7-7c26-413b-903d-cf441d55c66f,2014-06-28 00:00:00.000,1973-03-16 00:00:00.000,S,36204,M,0,Partial High School,Manual,1,2
2381,IN,0,NULL,Warren,S,Pal,NULL,1,NULL,9c81907a-5a88-40a8-96a9-4572095017b7,2014-04-20 00:00:00.000,1962-03-27 00:00:00.000,M,53697,M,1,"Bachelors ",Skilled Manual,1,1
2382,IN,0,NULL,Kelvin,K,Xie,NULL,1,NULL,9c90dc6c-8f2b-4910-b09a-46a2479d472f,2014-02-11 00:00:00.000,1951-02-03 00:00:00.000,S,63401,M,2,Partial College,Professional,1,2
2383,IN,0,NULL,Crystal,L,Cai,NULL,1,NULL,88dad7fb-b423-4e8e-abcc-b35ad49e51dc,2014-01-05 00:00:00.000,1966-08-08 00:00:00.000,M,39855,F,5,Partial High School,Manual,1,0
2384,IN,0,NULL,Crystal,NULL,Zeng,NULL,2,NULL,543f0fcc-6527-4516-9dae-a1cca319e5a2,2013-01-21 00:00:00.000,1945-05-21 00:00:00.000,S,104032,F,5,Partial College,Professional,0,2
2385,IN,0,NULL,Laura,M,Zhang,NULL,1,NULL,1c43ceef-79ff-4bae-a178-ea3cbd00b32e,2014-02-15 00:00:00.000,1972-12-04 00:00:00.000,M,64683,F,1,"Bachelors ",Skilled Manual,1,1
2386,IN,0,NULL,Laura,L,Wang,NULL,0,NULL,a1c9e342-8bb4-41a8-bc19-369967454fef,2014-05-14 00:00:00.000,1965-03-11 00:00:00.000,M,93362,F,5,"Bachelors ",Professional,1,4
2387,IN,0,NULL,Laura,C,Chen,NULL,0,NULL,9dc74a00-8272-4119-a0f1-46c275e0c0e3,2011-10-13 00:00:00.000,1941-06-06 00:00:00.000,S,44484,F,1,"Bachelors ",Clerical,1,0
2388,IN,0,NULL,Laura,O,Li,NULL,0,NULL,7bd48270-f245-40e3-92d6-10993d0caef2,2013-01-20 00:00:00.000,1978-08-26 00:00:00.000,S,59859,F,4,Partial College,Clerical,1,3
2389,IN,0,NULL,Laura,NULL,Liu,NULL,0,NULL,0bb7741c-53c5-4502-aabc-aa3e798ec6e7,2013-09-04 00:00:00.000,1967-10-05 00:00:00.000,S,62217,F,5,High School,Skilled Manual,1,3
2390,IN,0,NULL,Laura,P,Huang,NULL,0,NULL,99fa88e6-0ac3-4abd-9dab-8800c4a181f7,2012-11-17 00:00:00.000,1947-11-06 00:00:00.000,M,85435,F,4,Partial High School,Professional,0,3
2391,IN,0,NULL,Laura,NULL,Wu,NULL,0,NULL,d2535aee-7780-4cac-9737-5d23895fd5b5,2012-04-20 00:00:00.000,1973-10-21 00:00:00.000,S,110900,F,0,Partial College,Management,1,3
2392,IN,0,NULL,Francis,NULL,Hernandez,NULL,1,NULL,2c639576-f394-4f23-ad91-42226da02cf7,2013-04-01 00:00:00.000,1963-07-24 00:00:00.000,M,50367,M,1,"Bachelors ",Skilled Manual,1,0
2393,IN,0,NULL,Laura,L,Lin,NULL,2,NULL,1ad20177-3d57-4605-95d6-670c8afcf6ae,2011-12-16 00:00:00.000,1972-01-19 00:00:00.000,M,99362,F,0,High School,Management,1,4
2394,IN,0,NULL,Laura,D,Zhou,NULL,0,NULL,29b242b2-b932-41ef-83b1-ca276480ee9b,2012-07-20 00:00:00.000,1973-02-01 00:00:00.000,S,99088,F,5,Partial High School,Professional,1,4
2395,IN,0,NULL,Laura,J,Ye,NULL,0,NULL,70fced31-0d43-463c-9578-ca2de0e9dd5e,2013-05-13 00:00:00.000,1975-07-20 00:00:00.000,S,18924,F,0,Partial High School,Manual,1,2
2396,IN,0,NULL,Laura,T,Zhao,NULL,1,NULL,d5cb273e-c554-407e-ac6a-7744f5f7b4e0,2013-08-20 00:00:00.000,1975-06-11 00:00:00.000,S,61861,F,0,"Bachelors ",Professional,0,3
2397,IN,0,NULL,Isabella,NULL,Cox,NULL,0,NULL,09fb996b-2bd4-454f-a9d2-f0f307d13039,2013-10-06 00:00:00.000,1978-08-28 00:00:00.000,S,35861,F,0,Partial High School,Clerical,1,2
2398,IN,0,NULL,Laura,D,Xu,NULL,0,NULL,dd6e8971-b301-4dea-9b2b-1f8e45facf75,2012-07-17 00:00:00.000,1966-11-03 00:00:00.000,M,53192,F,0,"Bachelors ",Professional,1,0
2399,IN,0,NULL,Isabella,J,Howard,NULL,0,NULL,ffe56784-7f92-4e64-a90d-87a21c9e2ee6,2011-11-27 00:00:00.000,1972-09-17 00:00:00.000,S,85777,F,0,Partial College,Skilled Manual,1,2
2400,IN,0,NULL,Laura,M,Zhu,NULL,2,NULL,0ea80f5b-2815-442d-ac5e-019c39873a41,2013-12-05 00:00:00.000,1961-10-16 00:00:00.000,M,20561,F,1,Graduate Degree,Clerical,1,0
2401,IN,0,NULL,Laura,NULL,Gao,NULL,0,NULL,d319cb69-2139-4f0c-aea6-541b3d5b0412,2014-05-15 00:00:00.000,1939-11-03 00:00:00.000,M,37279,F,2,"Bachelors ",Management,1,2
2402,IN,0,NULL,Isabella,NULL,Ward,NULL,2,NULL,64170a2e-9315-41e5-9357-6a63ccbbb4ae,2012-03-26 00:00:00.000,1963-08-13 00:00:00.000,M,60333,F,1,"Bachelors ",Skilled Manual,1,0
2403,IN,0,NULL,Laura,L,Ma,NULL,2,NULL,8aee852b-015a-442f-9800-aa389170bc98,2013-05-19 00:00:00.000,1941-05-26 00:00:00.000,M,41000,F,2,"Bachelors ",Management,1,2
2404,IN,0,NULL,Francis,NULL,Alvarez,NULL,0,NULL,89994adf-59e2-4194-a23c-7fbda7e37565,2012-07-12 00:00:00.000,1975-11-19 00:00:00.000,M,112515,M,0,"Bachelors ",Professional,0,3
2405,IN,0,NULL,Laura,NULL,Liang,NULL,2,NULL,8a248d96-c3a4-48c6-8ed3-20c679583dd6,2014-06-05 00:00:00.000,1951-04-12 00:00:00.000,M,75443,F,2,Partial College,Professional,1,2
2406,IN,0,NULL,Laura,S,Guo,NULL,0,NULL,5191b92d-3ef5-43ab-b8ab-6b9ba4f03c9b,2013-11-12 00:00:00.000,1938-06-15 00:00:00.000,M,96833,F,2,Graduate Degree,Management,1,3
2407,IN,0,NULL,Laura,W,He,NULL,0,NULL,4d2ec674-50d1-492f-b7c1-3b236007b158,2014-05-22 00:00:00.000,1980-03-08 00:00:00.000,M,27015,F,0,Partial High School,Manual,1,2
2408,IN,0,NULL,Isabella,NULL,Torres,NULL,0,NULL,9339cb51-fc94-426f-a99c-b1de6b9512e7,2013-09-18 00:00:00.000,1965-07-26 00:00:00.000,M,61628,F,4,"Bachelors ",Skilled Manual,1,1
2409,IN,0,NULL,Laura,NULL,Zheng,NULL,0,NULL,53d63fb5-bbad-44f7-9161-0a6d699f56ad,2011-07-21 00:00:00.000,1963-07-17 00:00:00.000,S,62438,F,0,"Bachelors ",Professional,0,2
2410,IN,0,NULL,Laura,NULL,Hu,NULL,2,NULL,44ce555b-8d19-4ecd-95a0-0899911565c8,2011-12-28 00:00:00.000,1957-04-28 00:00:00.000,M,89299,F,3,Partial College,Professional,1,0
2411,IN,0,NULL,Laura,L,Cai,NULL,2,NULL,ea60c82d-3135-453a-b1cc-29e364b151dc,2014-06-04 00:00:00.000,1977-07-10 00:00:00.000,S,61161,F,0,Partial College,Clerical,1,1
